angle,vert_angle,dist,x,y,z,height
227.0,22.5,31.405269622802734,33.713809967041016,30.5063533782959,129.10113525390625,9.957435607910156
228.0,22.5,27.015277862548828,29.302780151367188,30.286439895629883,129.25694274902344,9.957435607910156
229.0,22.5,25.287548065185547,27.525293350219727,30.19989013671875,129.09669494628906,9.957435607910156
230.0,22.5,24.264976501464844,26.441829681396484,30.148664474487305,128.86093139648438,9.957435607910156
231.0,22.5,23.266870498657227,25.38190460205078,30.098665237426758,128.6564483642578,9.957435607910156
232.0,22.5,22.515207290649414,24.562068939208984,30.061010360717773,128.43148803710938,9.957435607910156
233.0,22.5,22.106801986694336,24.073944091796875,30.040552139282227,128.1497802734375,9.957435607910156
234.0,22.5,21.536231994628906,23.426448822021484,30.01197052001953,127.92586517333984,9.957435607910156
235.0,22.5,21.031160354614258,22.840660095214844,29.98666763305664,127.70465850830078,9.957435607910156
236.0,22.5,20.74983024597168,22.467147827148438,29.97257423400879,127.43626403808594,9.957435607910156
237.0,22.5,20.457212448120117,22.079788208007812,29.957916259765625,127.18262481689453,9.957435607910156
238.0,22.5,20.176597595214844,21.701011657714844,29.943859100341797,126.93667602539062,9.957435607910156
239.0,22.5,19.79524040222168,21.225189208984375,29.924755096435547,126.73664093017578,9.957435607910156
240.0,22.5,19.54966163635254,20.8747615814209,29.912452697753906,126.50222778320312,9.957435607910156
241.0,22.5,19.397533416748047,20.60832977294922,29.90483283996582,126.2427749633789,9.957435607910156
242.0,22.5,19.223896026611328,20.318675994873047,29.896133422851562,125.99889373779297,9.957435607910156
243.0,22.5,19.095964431762695,20.06767463684082,29.889724731445312,125.74420166015625,9.957435607910156
244.0,22.5,19.003490447998047,19.84525489807129,29.885093688964844,125.48091125488281,9.957435607910156
245.0,22.5,18.89899253845215,19.608192443847656,29.879858016967773,125.22828674316406,9.957435607910156
246.0,22.5,18.776704788208008,19.351762771606445,29.87373161315918,124.98957061767578,9.957435607910156
247.0,22.5,18.669038772583008,19.10507583618164,29.86833953857422,124.75037384033203,9.957435607910156
248.0,22.5,18.612993240356445,18.900177001953125,29.86553192138672,124.49205017089844,9.957435607910156
249.0,22.5,18.564285278320312,18.69761848449707,29.86309051513672,124.23450469970703,9.957435607910156
250.0,22.5,18.5452938079834,18.51643180847168,29.862140655517578,123.9659194946289,9.957435607910156
251.0,22.5,18.527923583984375,18.33213233947754,29.861270904541016,123.69995880126953,9.957435607910156
252.0,22.5,18.529582977294922,18.159292221069336,29.861352920532227,123.42711639404297,9.957435607910156
253.0,22.5,18.562841415405273,18.007816314697266,29.863019943237305,123.13958740234375,9.957435607910156
254.0,22.5,18.58797836303711,17.844383239746094,29.86427879333496,122.85894012451172,9.957435607910156
255.0,22.5,18.61233139038086,17.675195693969727,29.865497589111328,122.581298828125,9.957435607910156
256.0,22.5,18.681930541992188,17.536951065063477,29.86898422241211,122.27902221679688,9.957435607910156
257.0,22.5,18.788311004638672,17.421606063842773,29.874313354492188,121.95555877685547,9.957435607910156
258.0,22.5,18.891815185546875,17.297243118286133,29.879499435424805,121.63451385498047,9.957435607910156
259.0,22.5,18.987789154052734,17.16038703918457,29.884305953979492,121.31913757324219,9.957435607910156
260.0,22.5,19.141353607177734,17.060285568237305,29.892000198364258,120.96710205078125,9.957435607910156
261.0,22.5,19.29698944091797,16.953798294067383,29.899795532226562,120.61346435546875,9.957435607910156
262.0,22.5,19.4287109375,16.821903228759766,29.906394958496094,120.27609252929688,9.957435607910156
263.0,22.5,19.62204360961914,16.726701736450195,29.916078567504883,119.89654541015625,9.957435607910156
264.0,22.5,19.835613250732422,16.63677406311035,29.92677879333496,119.50198364257812,9.957435607910156
265.0,22.5,20.089990615844727,16.565555572509766,29.93951988220215,119.07707214355469,9.957435607910156
266.0,22.5,20.349531173706055,16.487213134765625,29.95252227783203,118.64663696289062,9.957435607910156
267.0,22.5,20.668527603149414,16.437644958496094,29.968502044677734,118.17035675048828,9.957435607910156
268.0,22.5,20.99517059326172,16.380603790283203,29.984865188598633,117.6855697631836,9.957435607910156
269.0,22.5,21.27743911743164,16.28235626220703,29.999006271362305,117.232177734375,9.957435607910156
270.0,22.5,21.646900177001953,16.227046966552734,30.017513275146484,116.70964050292969,9.957435607910156
271.0,22.5,22.13500213623047,16.230281829833984,30.04196548461914,116.09059143066406,9.957435607910156
272.0,22.5,22.580547332763672,16.190460205078125,30.06428337097168,115.50042724609375,9.957435607910156
273.0,22.5,23.065813064575195,16.157312393188477,30.088592529296875,114.87428283691406,9.957435607910156
274.0,22.5,23.65797233581543,16.16736602783203,30.118257522583008,114.15631866455078,9.957435607910156
275.0,22.5,24.327228546142578,16.199256896972656,30.151782989501953,113.36851501464844,9.957435607910156
276.0,22.5,25.026073455810547,16.22368049621582,30.186790466308594,112.54903411865234,9.957435607910156
277.0,22.5,25.84131622314453,16.284866333007812,30.227630615234375,111.62399291992188,9.957435607910156
278.0,22.5,26.690658569335938,16.335206985473633,30.270177841186523,110.66138458251953,9.957435607910156
279.0,22.5,27.747888565063477,16.45932960510254,30.323139190673828,109.51049041748047,9.957435607910156
280.0,22.5,28.751232147216797,16.521318435668945,30.373401641845703,108.39571380615234,9.957435607910156
281.0,22.5,30.207565307617188,16.759811401367188,30.44635581970215,106.8717041015625,9.957435607910156
282.0,22.5,31.774381637573242,16.998981475830078,30.524843215942383,105.2336654663086,9.957435607910156
283.0,22.5,33.76063919067383,17.36769676208496,30.624343872070312,103.20257568359375,9.957435607910156
